id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,NL_Solar,2030,false,18.0,,34.97294687298381
2,NL_Wind_Onshore,2030,false,49.0,,510.7355251079476
3,NL_Wind_Offshore,2030,false,49.0,,0.0
4,NL_Coal,2030,true,824.0,,4.0
5,NL_Nuclear,2030,true,2095.0,,-0.0
6,NL_CCGT,2030,true,357.0,,13.0
7,NL_OCGT,2030,true,357.0,,-0.0
8,NL_Battery,2030,false,100.0,,0.0
9,BE_Solar,2030,false,18.0,,383.9673892747489
10,BE_Wind_Onshore,2030,false,49.0,,388.2599611981903
11,BE_Coal,2030,true,824.0,,2.0
12,BE_Nuclear,2030,true,2095.0,,-0.0
13,BE_CCGT,2030,true,357.0,,8.0
14,BE_OCGT,2030,true,357.0,,3.0
15,BE_Battery,2030,false,100.0,,0.0
16,DE_Solar,2030,false,18.0,,2807.467675234106
17,DE_Wind_Offshore,2030,false,49.0,,0.0
18,DE_Coal,2030,true,824.0,,21.0
19,DE_Nuclear,2030,true,2095.0,,-0.0
20,DE_CCGT,2030,true,357.0,,19.0
21,DE_OCGT,2030,true,357.0,,17.0
22,DE_Battery,2030,false,100.0,,0.0
23,FR_Wind_Onshore,2030,false,49.0,,2361.963591750549
24,FR_Wind_Offshore,2030,false,49.0,,0.0
25,FR_Coal,2030,true,824.0,,5.0
26,FR_Nuclear,2030,true,2095.0,,-0.0
27,FR_OCGT,2030,true,357.0,,-0.0
28,FR_Battery,2030,false,100.0,,0.0
29,LU_Solar,2030,false,18.0,,198.82129002733845
30,LU_Wind_Onshore,2030,false,49.0,,0.0
31,LU_Wind_Offshore,2030,false,49.0,,0.0
32,LU_Coal,2030,true,824.0,,-0.0
33,LU_Nuclear,2030,true,2095.0,,-0.0
34,LU_CCGT,2030,true,357.0,,-0.0
35,LU_OCGT,2030,true,357.0,,0.0
36,LU_Battery,2030,false,100.0,,0.0
37,CH_Solar,2030,false,18.0,,621.6602398974525
38,CH_Wind_Onshore,2030,false,49.0,,22.828192549783104
39,CH_Wind_Offshore,2030,false,49.0,,0.0
40,CH_Coal,2030,true,824.0,,6.0
41,CH_Nuclear,2030,true,2095.0,,-0.0
42,CH_OCGT,2030,true,357.0,,4.0
43,UK_Solar,2030,false,18.0,,0.0
44,UK_Coal,2030,true,824.0,,-0.0
45,UK_Nuclear,2030,true,2095.0,,-0.0
46,UK_CCGT,2030,true,357.0,,17.0
47,UK_OCGT,2030,true,357.0,,5.0
48,UK_Battery,2030,false,100.0,,0.0
49,DK_Solar,2030,false,18.0,,0.0
50,DK_Coal,2030,true,824.0,,-0.0
51,DK_Nuclear,2030,true,2095.0,,-0.0
52,DK_OCGT,2030,true,357.0,,4.0
53,DK_Battery,2030,false,100.0,,0.0
54,NO_Solar,2030,false,18.0,,0.0
55,NO_Wind_Onshore,2030,false,49.0,,828.2581981901455
56,NO_Wind_Offshore,2030,false,49.0,,0.0
57,NO_Nuclear,2030,true,2095.0,,-0.0
