id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
38,CH_Wind_Onshore,2030,false,49.0,,49.61295243393177
39,CH_Wind_Offshore,2030,false,49.0,,0.0
40,CH_Coal,2030,true,824.0,,6.0
41,CH_Nuclear,2030,true,2095.0,,-0.0
42,CH_OCGT,2030,true,357.0,,5.0
43,UK_Solar,2030,false,18.0,,0.0
44,UK_Coal,2030,true,824.0,,-0.0
45,UK_Nuclear,2030,true,2095.0,,-0.0
46,UK_CCGT,2030,true,357.0,,12.0
47,UK_OCGT,2030,true,357.0,,11.0
48,UK_Battery,2030,false,100.0,,10.785226684665183
49,DK_Solar,2030,false,18.0,,0.0
50,DK_Coal,2030,true,824.0,,-0.0
51,DK_Nuclear,2030,true,2095.0,,-0.0
52,DK_OCGT,2030,true,357.0,,0.0
53,DK_Battery,2030,false,100.0,,0.0
54,NO_Solar,2030,false,18.0,,0.0
55,NO_Wind_Onshore,2030,false,49.0,,835.5283850028786
56,NO_Wind_Offshore,2030,false,49.0,,0.0
57,NO_Nuclear,2030,true,2095.0,,-0.0
58,NO_CCGT,2030,true,357.0,,-0.0
59,NO_OCGT,2030,true,357.0,,-0.0
60,NO_Battery,2030,false,100.0,,0.0
61,IE_Wind_Offshore,2030,false,49.0,,0.0
62,IE_Coal,2030,true,824.0,,-0.0
63,IE_Nuclear,2030,true,2095.0,,-0.0
64,IE_CCGT,2030,true,357.0,,0.0
65,IE_OCGT,2030,true,357.0,,0.0
66,SE_Wind_Onshore,2030,false,49.0,,749.8751248937514
67,SE_Coal,2030,true,824.0,,0.0
68,SE_Nuclear,2030,true,2095.0,,-0.0
69,SE_CCGT,2030,true,357.0,,23.0
70,SE_OCGT,2030,true,357.0,,0.0
71,SE_Battery,2030,false,100.0,,0.0
72,AT_Solar,2030,false,18.0,,6.260208323278365
73,AT_Wind_Onshore,2030,false,49.0,,564.0542097401759
74,AT_Wind_Offshore,2030,false,49.0,,0.0
75,AT_Coal,2030,true,824.0,,2.0
76,AT_Nuclear,2030,true,2095.0,,-0.0
77,AT_CCGT,2030,true,357.0,,2.0
78,AT_OCGT,2030,true,357.0,,0.0
79,AT_Battery,2030,false,100.0,,0.0
80,CZ_Solar,2030,false,18.0,,190.5556954676644
81,CZ_Wind_Offshore,2030,false,49.0,,0.0
82,CZ_Nuclear,2030,true,2095.0,,-0.0
83,CZ_CCGT,2030,true,357.0,,3.0
84,CZ_OCGT,2030,true,357.0,,0.0
85,CZ_Battery,2030,false,100.0,,2.3318329622772596
86,PL_Solar,2030,false,18.0,,548.0090735971501
87,PL_Wind_Onshore,2030,false,49.0,,650.8782665905561
88,PL_Wind_Offshore,2030,false,49.0,,0.0
89,PL_Coal,2030,true,824.0,,6.0
90,PL_Nuclear,2030,true,2095.0,,-0.0
91,PL_OCGT,2030,true,357.0,,0.0
92,PL_Battery,2030,false,100.0,,0.0
93,ES_Solar,2030,false,18.0,,1088.799405992694
94,ES_Wind_Onshore,2030,false,49.0,,1350.6514469488054
95,ES_Wind_Offshore,2030,false,49.0,,0.0
96,ES_Coal,2030,true,824.0,,12.0
97,ES_Nuclear,2030,true,2095.0,,-0.0
98,ES_CCGT,2030,true,357.0,,13.0
99,ES_OCGT,2030,true,357.0,,18.0
100,ES_Battery,2030,false,100.0,,15.863406887443297
101,IT_Solar,2030,false,18.0,,3165.885884252715
102,IT_Wind_Offshore,2030,false,49.0,,0.0
103,IT_Nuclear,2030,true,2095.0,,-0.0
104,IT_CCGT,2030,true,357.0,,11.0
105,IT_OCGT,2030,true,357.0,,27.0
106,IT_Battery,2030,false,100.0,,2.082324587107869
107,LT_Wind_Onshore,2030,false,49.0,,11.520471236076583
108,LT_Wind_Offshore,2030,false,49.0,,0.0
109,LT_Coal,2030,true,824.0,,-0.0
110,LT_Nuclear,2030,true,2095.0,,-0.0
111,LT_CCGT,2030,true,357.0,,0.0
112,LT_OCGT,2030,true,357.0,,-0.0
113,LT_Battery,2030,false,100.0,,1.5066209763412888
114,FI_Solar,2030,false,18.0,,257.85049075038927
115,FI_Wind_Onshore,2030,false,49.0,,579.4903317826278
116,FI_Coal,2030,true,824.0,,3.0
117,FI_Nuclear,2030,true,2095.0,,-0.0
118,FI_OCGT,2030,true,357.0,,2.0
119,FI_Battery,2030,false,100.0,,0.56954671524265
120,SI_Solar,2030,false,18.0,,298.2985065388809
121,SI_Wind_Onshore,2030,false,49.0,,0.0
122,SI_Wind_Offshore,2030,false,49.0,,0.0
123,SI_Coal,2030,true,824.0,,-0.0
124,SI_OCGT,2030,true,357.0,,4.0
125,HU_Solar,2030,false,18.0,,122.70498725020047
126,HU_Wind_Onshore,2030,false,49.0,,145.2225476352044
127,HU_Wind_Offshore,2030,false,49.0,,0.0
128,HU_Coal,2030,true,824.0,,6.0
129,HU_Nuclear,2030,true,2095.0,,-0.0
130,HU_CCGT,2030,true,357.0,,1.0
131,HU_OCGT,2030,true,357.0,,2.0
132,HU_Battery,2030,false,100.0,,0.0
133,SK_Wind_Onshore,2030,false,49.0,,78.62403145893849
134,SK_Wind_Offshore,2030,false,49.0,,0.0
135,SK_Nuclear,2030,true,2095.0,,-0.0
136,SK_CCGT,2030,true,357.0,,0.0
137,SK_OCGT,2030,true,357.0,,-0.0
138,SK_Battery,2030,false,100.0,,0.0
139,PT_Solar,2030,false,18.0,,261.8458514736282
140,PT_Wind_Onshore,2030,false,49.0,,344.44853938662163
141,PT_Wind_Offshore,2030,false,49.0,,0.0
142,PT_Coal,2030,true,824.0,,1.0
143,PT_Nuclear,2030,true,2095.0,,-0.0
144,PT_CCGT,2030,true,357.0,,3.0
145,PT_OCGT,2030,true,357.0,,4.0
146,PT_Battery,2030,false,100.0,,4.402151616614052
147,HR_Solar,2030,false,18.0,,20.193367458101985
148,HR_Wind_Onshore,2030,false,49.0,,129.05048999536885
149,HR_Coal,2030,true,824.0,,0.0
150,HR_CCGT,2030,true,357.0,,0.0
151,HR_OCGT,2030,true,357.0,,8.0
152,HR_Battery,2030,false,100.0,,0.0
153,RO_Solar,2030,false,18.0,,212.39449884566244
154,RO_Wind_Onshore,2030,false,49.0,,255.8258225020313
155,RO_Wind_Offshore,2030,false,49.0,,0.0
156,RO_Coal,2030,true,824.0,,2.0
157,RO_Nuclear,2030,true,2095.0,,-0.0
158,RO_CCGT,2030,true,357.0,,2.0
159,RO_OCGT,2030,true,357.0,,0.0
160,RO_Battery,2030,false,100.0,,0.0
161,GR_Solar,2030,false,18.0,,45.63875643921065
162,GR_Wind_Onshore,2030,false,49.0,,267.54150970816045
163,GR_Coal,2030,true,824.0,,2.0
164,GR_Battery,2030,false,100.0,,0.0
165,LV_Solar,2030,false,18.0,,12.81679863123503
166,LV_Wind_Onshore,2030,false,49.0,,0.0
167,LV_Wind_Offshore,2030,false,49.0,,0.0
168,LV_Nuclear,2030,true,2095.0,,-0.0
169,LV_CCGT,2030,true,357.0,,0.0
170,LV_OCGT,2030,true,357.0,,0.0
171,LV_Battery,2030,false,100.0,,0.0
172,EE_Solar,2030,false,18.0,,58.328003995700136
173,EE_Wind_Onshore,2030,false,49.0,,19.210014314755558
174,EE_Coal,2030,true,824.0,,0.0
175,EE_CCGT,2030,true,357.0,,1.0
176,EE_OCGT,2030,true,357.0,,0.0
177,EE_Battery,2030,false,100.0,,0.0
178,MT_Solar,2030,false,18.0,,149.27239497514395
179,MT_Wind_Onshore,2030,false,49.0,,0.0
180,MT_Wind_Offshore,2030,false,49.0,,0.0
181,MT_CCGT,2030,true,357.0,,-0.0
182,MT_OCGT,2030,true,357.0,,0.0
183,MT_Battery,2030,false,100.0,,9.992475961416767
184,CY_Solar,2030,false,18.0,,162.16999495223297
185,CY_Wind_Onshore,2030,false,49.0,,0.0
186,CY_Coal,2030,true,824.0,,0.0
187,CY_Nuclear,2030,true,2095.0,,-0.0
188,CY_CCGT,2030,true,357.0,,1.0
189,BG_Solar,2030,false,18.0,,143.5532608099143
190,BG_Wind_Onshore,2030,false,49.0,,223.5584542119637
191,BG_Wind_Offshore,2030,false,49.0,,0.0
192,BG_Nuclear,2030,true,2095.0,,-0.0
193,BG_OCGT,2030,true,357.0,,7.0
194,BG_Battery,2030,false,100.0,,0.4706768215189626
195,DE_Wind_Onshore,2030,false,49.0,,1932.6780253419315
196,UK_Wind_Onshore,2030,false,49.0,,1679.3376168910297
197,DK_Wind_Onshore,2030,false,49.0,,269.3334595965215
198,NO_Coal,2030,true,824.0,,-0.0
199,SE_Solar,2030,false,18.0,,0.0
200,SE_Wind_Offshore,2030,false,49.0,,0.0
201,IT_Wind_Onshore,2030,false,49.0,,638.3449923694562
202,HR_Nuclear,2030,true,2095.0,,-0.0
203,GR_Wind_Offshore,2030,false,49.0,,0.0
204,GR_Nuclear,2030,true,2095.0,,-0.0
205,LV_Coal,2030,true,824.0,,1.0
206,EE_Wind_Offshore,2030,false,49.0,,0.0
207,MT_Coal,2030,true,824.0,,0.0
208,CY_Wind_Offshore,2030,false,49.0,,0.0
209,BG_CCGT,2030,true,357.0,,0.0
210,PL_CCGT,2030,true,357.0,,10.0
211,GR_OCGT,2030,true,357.0,,0.0
212,BG_Coal,2030,true,824.0,,1.0
213,BE_Wind_Offshore,2030,false,49.0,,0.0
214,FR_Solar,2030,false,18.0,,1385.025546960915
215,FR_CCGT,2030,true,357.0,,10.0
216,CH_Battery,2030,false,100.0,,0.5468367025491708
217,UK_Wind_Offshore,2030,false,49.0,,0.0
218,DK_Wind_Offshore,2030,false,49.0,,0.0
219,DK_CCGT,2030,true,357.0,,0.0
220,IE_Solar,2030,false,18.0,,0.0
221,IE_Wind_Onshore,2030,false,49.0,,193.26407273317756
222,IE_Battery,2030,false,100.0,,0.0
223,CZ_Wind_Onshore,2030,false,49.0,,284.82592582492794
224,CZ_Coal,2030,true,824.0,,1.0
225,IT_Coal,2030,true,824.0,,29.0
226,LT_Solar,2030,false,18.0,,57.07068881122862
227,FI_Wind_Offshore,2030,false,49.0,,0.0
228,FI_CCGT,2030,true,357.0,,4.0
229,SI_Nuclear,2030,true,2095.0,,-0.0
230,SK_Solar,2030,false,18.0,,0.0
231,SK_Coal,2030,true,824.0,,-0.0
232,HR_Wind_Offshore,2030,false,49.0,,0.0
233,GR_CCGT,2030,true,357.0,,2.0
234,EE_Nuclear,2030,true,2095.0,,-0.0
235,MT_Nuclear,2030,true,2095.0,,-0.0
236,SI_CCGT,2030,true,357.0,,-0.0
237,CY_OCGT,2030,true,357.0,,0.0
238,CH_CCGT,2030,true,357.0,,-0.0
239,SI_Battery,2030,false,100.0,,0.0
240,CY_Battery,2030,false,100.0,,1.3332954459939288
